claim_id,claim_kind,classification_basis,bloque,claim_text,estado,severidad,verificacion,evidencia_prod,autoridad_aceptacion,firmado_por,fecha_firma
A11-2,EXPLICIT_PROMISE,"Bloque 4, lámina 11 («El colegio completo, sin pedirle el dato a nadie»); guión A·11 @17:00; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B4 A11,"Encabezado: ""Año de transformación: 2 (Nivel esperado: Incipiente)"" con botón ""Actualizar"".",BROKEN,P1,1-agent,PENDIENTE,,,
A11-3,EXPLICIT_PROMISE,"Bloque 4, lámina 11 («El colegio completo, sin pedirle el dato a nadie»); guión A·11 @17:00; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B4 A11,"Cuatro tarjetas: Promedio General 46% / En Desarrollo; Evaluaciones 3 completadas; Áreas 1 evaluadas; ""Cumplen Expectativa 3/14 cursos"".",BROKEN,P1,2-lens,PENDIENTE,,,
A11-4,EXPLICIT_PROMISE,"Bloque 4, lámina 11 («El colegio completo, sin pedirle el dato a nadie»); guión A·11 @17:00; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B4 A11,Dos pestañas: Vista General y Por Curso.,CONDITIONAL,P1,1-agent,PENDIENTE,Onboarding,,
A11-5,EXPLICIT_PROMISE,"Bloque 4, lámina 11 («El colegio completo, sin pedirle el dato a nadie»); guión A·11 @17:00; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B4 A11,"Gráfico de barras ""Promedio por Vía de Transformación"" y ""Detalle por Área"".",CONDITIONAL,P2,1-agent,PENDIENTE,Onboarding,,
A11-6,EXPLICIT_PROMISE,"Bloque 4, lámina 11 («El colegio completo, sin pedirle el dato a nadie»); guión A·11 @17:00; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B4 A11,"Advertencia del presentador: ""Este panel PROMEDIA todas las aplicaciones completadas; NO compara una con otra. No digas que muestra evolución.""",READY,NONE,1-agent,n/a,,,
A11-7,IMPLIED_COMMITMENT,"Localizador: lámina 11 («Esto es lo que ve la directora») y lámina 15 (banner «Datos Filtrados por Rol — Como supervisor_de_red, solo puedes ver datos de escuelas de tu red asignada»). Inferencia: el alcance de la directora a su solo colegio y el del consultor a sus colegios asignados nunca se enunció; se deduce del banner de la supervisora y de mostrar una pantalla por rol.",B4 A11,Alcance: una directora ve solo su propio colegio; un consultor/admin ve los colegios que tiene asignados.,BROKEN,P1,1-agent,PENDIENTE,,,
A12-1,EXPLICIT_PROMISE,"Bloque 4, lámina 12 («Cuando el profesor se va, la práctica se queda»); guión A·12 @18:20; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B4 A12,Cada practica generativa tiene un indicador de categoria TRASPASO.,REFUTED,NONE,1-lens,n/a,,,
A12-2,EXPLICIT_PROMISE,"Bloque 4, lámina 12 («Cuando el profesor se va, la práctica se queda»); guión A·12 @18:20; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B4 A12,"Ese indicador pide DOS cosas: un enlace a la evidencia y la respuesta a '¿Con la experiencia adquirida, que mejoras sugieres para la implementacion de",BROKEN,P1,1-agent,PENDIENTE,,,
A12-3,EXPLICIT_PROMISE,"Bloque 4, lámina 12 («Cuando el profesor se va, la práctica se queda»); guión A·12 @18:20; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B4 A12,Lo que el profesor aprendio queda escrito en el lugar donde el profesor que llegue el proximo ano lo va a encontrar.,MISSING,P2,1-lens,PENDIENTE,,,
A12-4,EXPLICIT_PROMISE,"Bloque 4, lámina 12 («Cuando el profesor se va, la práctica se queda»); guión A·12 @18:20; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B4 A12,"Cada evaluacion queda SELLADA a la version del instrumento con que se respondio, con su ano y su curso. Si la Fundacion mejora el instrumento en marzo",BROKEN,P0,2-lens,PENDIENTE,Madre Superiora,,
A12-5,EXPLICIT_PROMISE,"Guión de sala, p. 27 («SI PREGUNTAN · RESPUESTAS CORTAS»), verbatim: «¿Y si una directora llega nueva a mitad de año?» — «Entra y encuentra el contexto, el plan con su historial, las evaluaciones selladas y el archivo de licitaciones. Nada de eso se va con quien se fue». (La fila legacy la archivaba bajo «B4 A12»; el localizador sigue a la evidencia.)",B4 A12,"Si una directora llega nueva a mitad de ano: entra y encuentra el contexto, el plan con su historial, las evaluaciones selladas y el archivo de licita",CONDITIONAL,P1,1-agent,PENDIENTE,Onboarding,,
A13-1,EXPLICIT_PROMISE,"Bloque 4, lámina 13 («Un solo botón, y solo para quien corresponde»); guión A·13 @20:40; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B4 A13,"Al APROBAR una sesion online, la reunion de Zoom SE CREA SOLA y se reservan las horas del contrato EN EL MISMO ACTO.",CONDITIONAL,P1,1-agent,PENDIENTE,Onboarding,,
A13-2,EXPLICIT_PROMISE,"Bloque 4, lámina 13 («Un solo botón, y solo para quien corresponde»); guión A·13 @20:40; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B4 A13,"Todas las superficies —notificacion, recordatorio, calendario, lista del espacio colaborativo— llevan a esta pantalla, que verifica los permisos cada ",BROKEN,P1,1-lens,PENDIENTE,,,
A13-3,EXPLICIT_PROMISE,"Bloque 4, lámina 13 («Un solo botón, y solo para quien corresponde»); guión A·13 @20:40; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B4 A13,El boton «Unirse a la reunion» aparece SOLO PARA QUIEN CORRESPONDE.,READY,NONE,1-agent,n/a,,,
A13-4,EXPLICIT_PROMISE,"Bloque 4, lámina 13 («Un solo botón, y solo para quien corresponde»); guión A·13 @20:40; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B4 A13,"Si el colegio REPROGRAMA, la reunion de Zoom se mueve sola; si la CANCELA, se elimina sola.",CONDITIONAL,P2,1-agent,PENDIENTE,Onboarding,,
A13-5,EXPLICIT_PROMISE,"Bloque 4, lámina 13 («Un solo botón, y solo para quien corresponde»); guión A·13 @20:40; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B4 A13,"La reunion se abre en un servicio externo a GENERA, en una pestana nueva.",READY,NONE,1-agent,n/a,,,
A13-6,EXPLICIT_PROMISE,"Bloque 4, lámina 13 («Un solo botón, y solo para quien corresponde»); guión A·13 @20:40; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B4 A13,"La Fundacion gestiona el calendario completo y lo exporta (tiles, Lista/Mes/Semana, filtros, + Nueva Sesion, Exportar Calendario).",READY,NONE,1-agent,n/a,,,
A13-7,EXPLICIT_PROMISE,"Bloque 4, lámina 13 («Un solo botón, y solo para quien corresponde»); guión A·13 @20:40; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B4 A13,"Despues de la sesion, el consultor marca la asistencia y escribe su informe. EN ESE MOMENTO la hora reservada pasa a CONSUMIDA.",BROKEN,P0,2-lens,PENDIENTE,Consultor,,
A13-8,EXPLICIT_PROMISE,"Bloque 4, lámina 13 («Un solo botón, y solo para quien corresponde»); guión A·13 @20:40; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B4 A13,"NO prometido: asistencia automatica desde Zoom, grabacion, transcripcion, ni Zoom embebido dentro de GENERA.",READY,NONE,1-agent,n/a,,,
A13-9,EXPLICIT_PROMISE,"Bloque 4, lámina 13 («Un solo botón, y solo para quien corresponde»); guión A·13 @20:40; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B4 A13,"Estados de sesion visibles: Programada, Completada, Cancelada, Penalizada.",READY,NONE,1-agent,n/a,,,
A14-1,EXPLICIT_PROMISE,"Bloque 4, lámina 14 («Cada hora contratada tiene su historia»); guión A·14 @22:30; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B4 A14,"Reporte de Horas por colegio: contrato CT-2026-SMC-014, 120 horas, Consumidas 70.0 h / Reservadas 3.0 h / Disponibles 47.0 h / Contratadas 120.0 h",BROKEN,P0,1-lens,PENDIENTE,Directora,,
A14-2,EXPLICIT_PROMISE,"Bloque 4, lámina 14 («Cada hora contratada tiene su historia»); guión A·14 @22:30; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B4 A14,"Desglose por bucket: Asesoria Tecnica Online, Asesoria Tecnica Presencial, Asesoria Directiva Online — cada uno con consumidas / reservadas / disponib",CONDITIONAL,P1,1-agent,PENDIENTE,Onboarding,,
A14-3,EXPLICIT_PROMISE,"Bloque 4, lámina 14 («Cada hora contratada tiene su historia»); guión A·14 @22:30; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B4 A14,"Cuando un bucket baja del 25 por ciento disponible, la plataforma lo marca en ambar. Nadie se entera en diciembre de que se le acabaron las horas en s",BROKEN,P1,1-agent,PENDIENTE,,,
A14-4,IMPLIED_COMMITMENT,"Localizador: lámina 14 (botones «Descargar Reporte PDF» y «Descargar CSV») y guión A·14 @22:30, «se descarga en PDF y en Excel». Inferencia: la descarga sí se enuncia, pero que los archivos COINCIDAN con lo que muestra la pantalla nunca se enunció.",B4 A14,Descargar Reporte PDF y Descargar CSV funcionan y coinciden con la pantalla,BROKEN,P1,1-agent,PENDIENTE,,,
A14-5,EXPLICIT_PROMISE,"Bloque 4, lámina 14 («Cada hora contratada tiene su historia»); guión A·14 @22:30; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B4 A14,"Lado consultora: horas ejecutadas, penalizadas, total horas, tarifa EUR/h, Total EUR, Total CLP, con TC 897 CLP/EUR actualizado 22 ago 2026, filtro po",BROKEN,P1,1-agent,PENDIENTE,,,
A14-6,EXPLICIT_PROMISE,"Bloque 4, lámina 14 («Cada hora contratada tiene su historia»); guión A·14 @22:30; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B4 A14,"Todo esto se abre sesion por sesion —fecha, consultor, horas, asistencia— y se descarga en PDF y en Excel",BROKEN,P1,1-lens,PENDIENTE,Directora,,
A14-7,EXPLICIT_PROMISE,"Bloque 4, lámina 14 («Cada hora contratada tiene su historia»); guión A·14 @22:30; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B4 A14,El libro de horas es el mismo libro que sostiene la rendicion de la Ley SEP,MISSING,P1,1-agent,PENDIENTE,,,
A15-1,EXPLICIT_PROMISE,"Bloque 4, lámina 15 («La congregación mira sus ocho colegios desde una cuenta»); guión A·15 @24:20; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B4 A15,La Red Santa Marta es una ENTIDAD DE LA PLATAFORMA con sus ocho escuelas asignadas; pantalla Gestion de Redes con Total Redes / Escuelas Asignadas / S,BROKEN,P0,1-lens,PENDIENTE,Madre Superiora,,
A15-2,EXPLICIT_PROMISE,"Bloque 4, lámina 15 («La congregación mira sus ocho colegios desde una cuenta»); guión A·15 @24:20; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B4 A15,"Esto es lo que ve la supervisora de red cuando entra con su cuenta: Dashboard de Reportes con Acceso Nivel Red — Total Usuarios 21, Usuarios Activos 1",CONDITIONAL,P0,1-agent,PENDIENTE,Madre Superiora,,
A15-3,EXPLICIT_PROMISE,"Bloque 4, lámina 15 («La congregación mira sus ocho colegios desde una cuenta»); guión A·15 @24:20; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B4 A15,"Tabs del dashboard: Resumen General, Analytics, Rutas de Aprendizaje, Comunidades, Escuelas, Cursos",BROKEN,P0,2-lens,PENDIENTE,Madre Superiora,,
A15-4,EXPLICIT_PROMISE,"Bloque 4, lámina 15 («La congregación mira sus ocho colegios desde una cuenta»); guión A·15 @24:20; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B4 A15,"Progreso de Usuarios: tabla por usuario con Usuario, Rol, Cursos, Completados, Tasa, Tiempo, Ultima Actividad, y Exportar",BROKEN,P1,1-agent,PENDIENTE,,,
A15-5,EXPLICIT_PROMISE,"Bloque 4, lámina 15 («La congregación mira sus ocho colegios desde una cuenta»); guión A·15 @24:20; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B4 A15,"Reportes Detallados de Progreso: 'Datos Filtrados por Rol — Como supervisor_de_red, solo puedes ver datos de escuelas de tu red asignada' — el filtrad",READY,NONE,1-agent,n/a,,,
A15-6,EXPLICIT_PROMISE,"Bloque 4, lámina 15 («La congregación mira sus ocho colegios desde una cuenta»); guión A·15 @24:20; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B4 A15,"Persona por persona, con su colegio al lado, su avance, sus tareas, sus lecciones, su tiempo — incluyendo 'en el curso de induccion Talca va en 71 por",CONDITIONAL,P1,1-agent,PENDIENTE,Onboarding,,
A15-7,EXPLICIT_PROMISE,"Bloque 4, lámina 15 («La congregación mira sus ocho colegios desde una cuenta»); guión A·15 @24:20; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B4 A15,Esto funciona 'desde UNA CUENTA' para la congregacion,CONDITIONAL,P0,1-agent,PENDIENTE,Madre Superiora,,
A15-8,EXPLICIT_PROMISE,"Bloque 4, lámina 16 («Dos pantallas que todavía no existen — y no se las voy a mostrar»); guión A·16 @26:10; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo». (La fila legacy la archivaba bajo «B4 A15»; el localizador sigue a la evidencia.)",B4 A15,"FUTURE_DISCLOSED: (a) el panel comparativo de la red — ocho colegios lado a lado en frecuencia, completitud y salud del proceso; 'los datos, el rol y ",FUTURE_DISCLOSED,P2,1-agent,n/a,,,
B02-1,EXPLICIT_PROMISE,"Bloque 5, lámina 2 («Siete pasos con candado: ninguno se puede saltar»); guión B·02 @0:50; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B5 B02-B03,"Siete pasos (Creacion, Publicacion, Bases, Propuestas, Evaluacion, Adjudicacion, Contrato) con estados verde/ambar/candado; es una maquina de estados ",READY,P2,1-agent,n/a,,,
B02-2,EXPLICIT_PROMISE,"Bloque 5, lámina 2 («Siete pasos con candado: ninguno se puede saltar»); guión B·02 @0:50; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B5 B02-B03,"La ficha de creacion (Numero LIC-2026-SMC-001, Programa, Ano, Correo, Monto min/max UF, Duracion min/max meses, Peso tecnico %, Peso economico %, Clie",BROKEN,P1,1-lens,PENDIENTE,,,
B03-1,EXPLICIT_PROMISE,"Bloque 5, lámina 3 («El calendario legal lo lleva la plataforma, no la memoria»); guión B·03 @3:50; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B5 B02-B03,Cada plazo se calcula en DIAS HABILES CHILENOS: salta fines de semana y FERIADOS.,CONDITIONAL,P0,1-agent,PENDIENTE,Encargado Lic.,,
B03-2,EXPLICIT_PROMISE,"Bloque 5, lámina 3 («El calendario legal lo lleva la plataforma, no la memoria»); guión B·03 @3:50; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B5 B02-B03,Cadencia legal: Publicacion -> +5 dias bases -> +3 consultas -> +5 propuestas -> +3 evaluacion.,READY,NONE,1-agent,n/a,,,
B03-3,EXPLICIT_PROMISE,"Bloque 5, lámina 3 («El calendario legal lo lleva la plataforma, no la memoria»); guión B·03 @3:50; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B5 B02-B03,Panel 'Acciones Requeridas (1): LIC-2026-SMC-001 — Completar evaluacion' arriba del listado.,CONDITIONAL,P1,1-agent,PENDIENTE,Onboarding,,
B03-4,EXPLICIT_PROMISE,"Bloque 5, lámina 3 («El calendario legal lo lleva la plataforma, no la memoria»); guión B·03 @3:50; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B5 B02-B03,'Proximos Vencimientos (proximos 3 dias habiles): LIC-2026-SMC-001 — Plazo de evaluacion: 22/08/2026 HOY' en rojo. El problema viene a buscarte apenas,BROKEN,P2,1-lens,PENDIENTE,,,
B03-5,EXPLICIT_PROMISE,"Bloque 5, lámina 3 («El calendario legal lo lleva la plataforma, no la memoria»); guión B·03 @3:50; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B5 B02-B03,"El calendario legal lo lleva la plataforma, NO LA MEMORIA. ¿Quien se acuerda de los plazos? NADIE: los lleva la plataforma.",BROKEN,P1,1-lens,PENDIENTE,Encargado Lic.,,
B03-6,EXPLICIT_PROMISE,"Bloque 5, lámina 3 («El calendario legal lo lleva la plataforma, no la memoria»); guión B·03 @3:50; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B5 B02-B03,"Filtros del listado: Estado, Ano, Programa, checkbox 'Mostrar historicas (licitaciones cerradas)'; columnas NUMERO, NOMBRE, ESTADO, ACCION REQUERIDA, ",BROKEN,P2,1-agent,PENDIENTE,,,
B04-1,EXPLICIT_PROMISE,"Bloque 5, lámina 4 («La comisión puntúa y el ranking se arma solo»); guión B·04 @6:50; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B5 B04-B08,"Comision Evaluadora: tres miembros con Nombre (obligatorio), RUT y Cargo; mas Datos de la Reunion (fecha, hora inicio, hora fin).",BROKEN,P1,1-agent,PENDIENTE,,,
B04-2,EXPLICIT_PROMISE,"Bloque 5, lámina 4 («La comisión puntúa y el ranking se arma solo»); guión B·04 @6:50; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B5 B04-B08,"Los criterios tecnicos suman cien puntos (experiencia ATE, metodologia, experiencia de profesionales, recursos, evaluacion de otros sostenedores), cad",BROKEN,P1,1-agent,PENDIENTE,,,
B04-3,EXPLICIT_PROMISE,"Bloque 5, lámina 4 («La comisión puntúa y el ranking se arma solo»); guión B·04 @6:50; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B5 B04-B08,"El ranking en tiempo real se recalcula solo, ya ponderado 70 tecnica / 30 economica; columnas ATE, Tec., Eco., T.Pond., E.Pond., Total, con el lider d",READY,NONE,1-agent,n/a,,,
B04-4,EXPLICIT_PROMISE,"Bloque 5, lámina 4 («La comisión puntúa y el ranking se arma solo»); guión B·04 @6:50; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B5 B04-B08,"La plataforma genera el Acta de Reunion en Word desde la plantilla del programa, igual que las Bases y la Carta de Adjudicacion.",CONDITIONAL,P1,1-agent,PENDIENTE,Onboarding,,
B04-5,EXPLICIT_PROMISE,"Bloque 5, lámina 4 («La comisión puntúa y el ranking se arma solo»); guión B·04 @6:50; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B5 B04-B08,"El acta se firma, se sube, y recien ahi el estado avanza. No hay atajo.",READY,NONE,1-agent,n/a,,,
B05-1,EXPLICIT_PROMISE,"Bloque 5, lámina 5 («Si llega la fiscalización, la carpeta ya está armada»); guión B·05 @10:00; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B5 B04-B08,"Las carpetas del Archivo Historico: Publicaciones, Bases, Propuestas, Evaluacion, Adjudicacion, Anexos — mas la constancia de rendicion de la Ley SEP.",READY,NONE,1-agent,n/a,,,
B05-2,EXPLICIT_PROMISE,"Bloque 5, lámina 5 («Si llega la fiscalización, la carpeta ya está armada»); guión B·05 @10:00; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B5 B04-B08,Cada archivo tiene registrado quien lo subio y cuando. No hay documentos anonimos ni versiones sueltas.,BROKEN,P1,1-agent,PENDIENTE,,,
B05-3,EXPLICIT_PROMISE,"Bloque 5, lámina 5 («Si llega la fiscalización, la carpeta ya está armada»); guión B·05 @10:00; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B5 B04-B08,"PDF, Word o imagen — hasta 25 MB (restriccion mostrada en pantalla).",BROKEN,P1,1-lens,PENDIENTE,,,
B05-4,EXPLICIT_PROMISE,"Bloque 5, lámina 5 («Si llega la fiscalización, la carpeta ya está armada»); guión B·05 @10:00; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B5 B04-B08,"Arriba hay un boton DESCARGAR TODO: baja un ZIP con la licitacion completa, ordenada en las mismas carpetas numeradas.",BROKEN,P1,1-lens,PENDIENTE,,,
B05-5,EXPLICIT_PROMISE,"Bloque 5, lámina 5 («Si llega la fiscalización, la carpeta ya está armada»); guión B·05 @10:00; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B5 B04-B08,"Si manana llega el Ministerio y pide la carpeta de la licitacion 2022, la respuesta es un clic.",BROKEN,P2,1-lens,PENDIENTE,,,
B06-1,EXPLICIT_PROMISE,"Bloque 5, lámina 6 («Seis años de licitaciones dejan de ser un archivador»); guión B·06 @13:30; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B5 B04-B08,Las antiguas no se pierden: se importan con sus documentos y quedan guardadas como archivo historico ('Importar historica').,CONDITIONAL,P1,1-agent,PENDIENTE,Onboarding,,
B06-2,EXPLICIT_PROMISE,"Bloque 5, lámina 6 («Seis años de licitaciones dejan de ser un archivador»); guión B·06 @13:30; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B5 B04-B08,"Se exporta a Excel con diecinueve columnas: la ATE que se adjudico, el monto, el contrato asociado.",BROKEN,P1,1-agent,PENDIENTE,,,
B06-3,EXPLICIT_PROMISE,"Bloque 5, lámina 6 («Seis años de licitaciones dejan de ser un archivador»); guión B·06 @13:30; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B5 B04-B08,"Cuando cambia la direccion de un colegio, este historial no se va con nadie. Se queda en el colegio.",BROKEN,P1,1-agent,PENDIENTE,,,
B07-1,EXPLICIT_PROMISE,"Bloque 5, lámina 7 («De la licitación al informe de la sesión, sin cortes»); guión B·07 @16:00; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B5 B04-B08,"Se adjudica y de ahi sale el contrato ya pre-cargado: el cliente, el programa, el monto en UF. Nadie vuelve a tipear esos datos.",READY,NONE,1-agent,n/a,,,
B08-1,EXPLICIT_PROMISE,"Bloque 5, lámina 8 («Cada colegio define quién responde por el proceso»); guión B·08 @19:00; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B5 B04-B08,"Este modulo lo ven solo dos: la Fundacion y el Encargado de Licitacion de cada colegio, que ve y opera solo el suyo. Con equipo directivo, ustedes no ",READY,NONE,1-agent,n/a,,,
B08-2,EXPLICIT_PROMISE,"Bloque 5, lámina 8 («Cada colegio define quién responde por el proceso»); guión B·08 @19:00; guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",B5 B04-B08,Ese rol lo asigna el propio equipo directivo del colegio.,READY,NONE,1-agent,n/a,,,
QA-1,EXPLICIT_PROMISE,"Guión de sala, p. 27 («SI PREGUNTAN · RESPUESTAS CORTAS»); guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo». (La fila legacy la archivaba bajo «B5 B04-B08»; el localizador sigue a la evidencia.)",B5 B04-B08,"¿Donde estan las facturas? En el modulo de contratos, por cuota, con marca de pagada. No dentro de licitaciones.",REFUTED,NONE,1-lens,n/a,,,
QA-2,EXPLICIT_PROMISE,"Guión de sala, p. 27 («SI PREGUNTAN · RESPUESTAS CORTAS»); guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo». (La fila legacy la archivaba bajo «B5 B04-B08»; el localizador sigue a la evidencia.)",B5 B04-B08,¿Y si me equivoco al cargar un documento? Queda registrado quien subio que y cuando; se corrige subiendo la version correcta.,BROKEN,P1,1-agent,PENDIENTE,,,
SWEEP-NONFUNCTIONAL-BUNDLE-WEIGHT,OPERATIONAL_PRECONDITION,"Precondición de SWEEP-ONBOARDING-DATA-01 (guión A·01 @0:00, «ustedes van a entrar la próxima semana»). Base técnica: CLAUDE.md §Architecture «must work on older school hardware»; pesos por ruta medidos sobre .next/build-manifest.json del build comprometido.",cross,"Regla del proyecto (CLAUDE.md): «debe funcionar en hardware escolar antiguo (navegadores de gama baja, pantallas pequeñas)».",BROKEN,P2,1-agent,PENDIENTE,,,
SWEEP-NONFUNCTIONAL-DEADLINE-ALERTS,EXPLICIT_PROMISE,"Bloque 5, lámina 3 («El calendario legal lo lleva la plataforma, no la memoria»); guión B·03 @3:50; cierre de guión B·02 @0:50 «¿Y quién se acuerda de los plazos? Nadie: los lleva la plataforma», y B·03 @3:50 «No hay que ir a buscar el problema. El problema viene a buscarte a ti».",cross,«Notificaciones automáticas de plazos» en licitaciones — panel «Próximos Vencimientos» con marcas HOY / mañana. «Nada se pasa.»,BROKEN,P1,1-lens,PENDIENTE,,,
SWEEP-NONFUNCTIONAL-EMAIL-DELIVERABILITY-INFRA,OPERATIONAL_PRECONDITION,"Precondición de A04-5 (lámina 4, «Cierre: el resumen llega por correo a toda la comunidad») y de SWEEP-NONFUNCTIONAL-DEADLINE-ALERTS. Base técnica: no hay manejo de rebotes, reintento, lista de supresión ni evidencia de entrega para ninguno de los correos que el deck promete.",cross,El correo del resumen de reunión y las alertas de plazo llegan a las casillas institucionales de los ocho colegios.,MISSING,P1,1-agent,PENDIENTE,,,
SWEEP-NONFUNCTIONAL-EMAIL-FROM-CONTRACT,OPERATIONAL_PRECONDITION,"Precondición de A04-5 (lámina 4, bloque «Cierre»; guión A·04 @4:20). Base técnica: EMAIL_FROM_ADDRESS se consume con dos contratos mutuamente incompatibles (dirección desnuda en lib/emailService.js:8 frente a la forma con nombre en el otro consumidor).",cross,El correo sale «de GENERA» a los correos institucionales de los colegios.,BROKEN,P0,1-lens,PENDIENTE,Ingeniería,,
SWEEP-NONFUNCTIONAL-EMAIL-MEETING-SUMMARY,EXPLICIT_PROMISE,"Bloque 4, lámina 4 («Cada reunión deja acuerdos y compromisos con nombre y fecha»); guión A·04 @4:20; bloque «Cierre» de la lámina y guión A·04 @4:20 «se aprieta «Finalizar y enviar» y el resumen completo —con cada acuerdo y cada compromiso, con su responsable y su plazo— le llega por correo a toda la comunidad».",cross,«Al finalizar la reunión se envía un resumen por correo a toda la comunidad» — con acuerdos y compromisos (responsable + plazo).,BROKEN,P0,1-lens,PENDIENTE,Directora,,
